restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,Jarvis St / Dundas St E
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,Jarvis St / Dundas St E
Eggspectation,483 Bay Street,4.0,747,43.6532721,-79.3812455,Jarvis St / Dundas St E
George Restaurant,111 Queen Street E,4.5,291,43.65337263523713,-79.37432933100068,Jarvis St / Dundas St E
The Senator,249 Victoria Street,4.0,488,43.65574,-79.37896,Jarvis St / Dundas St E
Sansotei Ramen,179 Dundas Street W,4.0,925,43.655,-79.38643,Jarvis St / Dundas St E
Banh Mi Boys,399 Yonge Street,4.0,508,43.6590974,-79.3820781,Jarvis St / Dundas St E
GB Hand-pulled Noodles,66 Edward Street,4.0,569,43.65669,-79.38385,Jarvis St / Dundas St E
Egg Club,88 Dundas Street E,4.5,115,43.65655,-79.37793,Jarvis St / Dundas St E
The Carbon Bar,99 Queen Street East,4.0,405,43.6531872633836,-79.3747868765724,Jarvis St / Dundas St E
Salad King Restaurant,340 Yonge Street,3.5,1013,43.65766,-79.38164,Jarvis St / Dundas St E
Beerbistro,18 King Street E,4.0,679,43.649467134996364,-79.3771696548727,Jarvis St / Dundas St E
JOEY Eaton Centre,1 Dundas St W,3.5,526,43.6558708964233,-79.382009190213,Jarvis St / Dundas St E
J San Sushi Bar,186 Jarvis Street,4.5,74,43.6561276,-79.3745768,Jarvis St / Dundas St E
Sap,401 Bay Street,3.5,547,43.651946,-79.381114,Jarvis St / Dundas St E
Bach Yen,738 Gerrard Street E,4.0,209,43.66684,-79.34756,Logan Av / Gerrard St E
Lady Marmalade,265 Broadview Avenue,4.0,618,43.66319,-79.35134,Logan Av / Gerrard St E
Wynona,819 Gerrard Street E,4.5,57,43.66706,-79.34454,Logan Av / Gerrard St E
Que Ling Restaurant,248 Boulton Avenue,4.0,86,43.6658199,-79.34941,Logan Av / Gerrard St E
Mi Mi Restaurant,688 Gerrard Street E,4.0,135,43.66637,-79.34911,Logan Av / Gerrard St E
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Logan Av / Gerrard St E
Completo,5 Coady Avenue,4.5,166,43.6626328,-79.3340575,Logan Av / Gerrard St E
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Logan Av / Gerrard St E
Batifole Restaurant,744 Gerrard Street E,4.0,79,43.66678,-79.34733,Logan Av / Gerrard St E
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Logan Av / Gerrard St E
The Real Jerk,842 Gerrard Street E,3.5,181,43.66781,-79.34327,Logan Av / Gerrard St E
Bonjour Brioche,812 Queen Street E,3.5,303,43.65985,-79.34627,Logan Av / Gerrard St E
Tropical Joe's,Gerrard Square Mall,4.0,73,43.66942,-79.33925,Logan Av / Gerrard St E
Maple Leaf Tavern,955 Gerrard Street E,4.0,105,43.66814,-79.33976,Logan Av / Gerrard St E
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,145,43.6692562,-79.3359022,Logan Av / Gerrard St E
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66,43.66901,-79.33727,Logan Av / Gerrard St E
Ascari,1111 Queen Street E,4.0,127,43.6619301,-79.3353424,Logan Av / Gerrard St E
Eastside Social,1008 Queen Street E,4.5,79,43.661432,-79.339113,Logan Av / Gerrard St E
Hype Food,1060 Gerrard St E,4.5,41,43.66943,-79.3359,Logan Av / Gerrard St E
The Comrade,758 Queen Street E,4.0,83,43.659392263038,-79.347948327349,Logan Av / Gerrard St E
Agio,1351 St Clair Avenue W,4.5,188,43.67599,-79.45066,Regal Rd / Dufferin St
Emma's Country Kitchen,810 Saint Clair Avenue W,4.0,435,43.68103,-79.4303599,Regal Rd / Dufferin St
Famiglia Baldassarre,122 Geary Avenue,4.5,67,43.67052,-79.4350599,Regal Rd / Dufferin St
Khmer Thai Restaurant,1018 St Clair Avenue W,4.0,138,43.67937,-79.43781,Regal Rd / Dufferin St
Tre Mari Bakery,1311 Saint Clair Avenue W,4.5,91,43.6765,-79.44868,Regal Rd / Dufferin St
The Sovereign,1359 Davenport Road,4.5,34,43.67299,-79.44002,Regal Rd / Dufferin St
CANO Restaurant,1108 St Clair Avenue W,4.5,63,43.67871,-79.44058,Regal Rd / Dufferin St
Rush Hour,1438A Dufferin Street,4.5,46,43.67111,-79.44037,Regal Rd / Dufferin St
Good Behaviour,342 Westmoreland Avenue N,4.5,43,43.670771021124935,-79.434624,Regal Rd / Dufferin St
Itacate,998 St. Clair Avenue W,4.5,56,43.6793908547042,-79.4371611624956,Regal Rd / Dufferin St
Parallel,217 Geary Avenue,4.0,90,43.6694450818033,-79.4385803863406,Regal Rd / Dufferin St
Barista & Chef,1006 Saint Clair Avenue W,4.5,51,43.6794533,-79.4374528,Regal Rd / Dufferin St
Pukka,778 St. Clair Avenue W,4.0,176,43.681191,-79.429274,Regal Rd / Dufferin St
King's Tacos,1190 St Clair Avenue W,4.0,78,43.67803,-79.4440599,Regal Rd / Dufferin St
Marcello’s pizzeria,1163 Saint Clair Avenue W,4.0,97,43.67783,-79.4425399,Regal Rd / Dufferin St
Lox + Schmear,1030 St Clair W,4.5,40,43.67929,-79.43823,Regal Rd / Dufferin St
Pizza e Pazzi,1182 St Clair Avenue W,4.0,86,43.678,-79.443872,Regal Rd / Dufferin St
Rio 40 Restaurant,1256 Saint Clair Avenue West,4.0,62,43.67747,-79.44643,Regal Rd / Dufferin St
DeSotos Eatery,1079 St Clair Avenue West,4.0,80,43.6786263,-79.4396588,Regal Rd / Dufferin St
Sushi California,1238 Saint Clair Avenue W,3.5,95,43.6776399,-79.44563,Regal Rd / Dufferin St
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,407,43.662889,-79.332404,Morse St / Eastern Ave
Lady Marmalade,265 Broadview Avenue,4.0,618,43.66319,-79.35134,Morse St / Eastern Ave
Completo,5 Coady Avenue,4.5,166,43.6626328,-79.3340575,Morse St / Eastern Ave
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Morse St / Eastern Ave
Bonjour Brioche,812 Queen Street E,3.5,303,43.65985,-79.34627,Morse St / Eastern Ave
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Morse St / Eastern Ave
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,227,43.663335336163,-79.3304189287309,Morse St / Eastern Ave
Eastside Social,1008 Queen Street E,4.5,79,43.661432,-79.339113,Morse St / Eastern Ave
Ascari,1111 Queen Street E,4.0,127,43.6619301,-79.3353424,Morse St / Eastern Ave
Bach Yen,738 Gerrard Street E,4.0,209,43.66684,-79.34756,Morse St / Eastern Ave
Leslieville Pumps,913 Queen Street E,4.0,118,43.660616433760254,-79.34148396015718,Morse St / Eastern Ave
Purple Penguin Cafe,889 Queen Street E,4.0,76,43.66033,-79.34219,Morse St / Eastern Ave
Gale's Snack Bar,539 Eastern Ave,4.5,33,43.65816,-79.33898,Morse St / Eastern Ave
The Comrade,758 Queen Street E,4.0,83,43.659392263038,-79.347948327349,Morse St / Eastern Ave
CrowdedHouse,1161 Queen Street E,4.5,60,43.6622812,-79.3335735,Morse St / Eastern Ave
Reliable Fish & Chips,954 Queen Street E,4.0,59,43.660992197886976,-79.3410002,Morse St / Eastern Ave
EAT BKK Thai Kitchen,898 Queen Street E,4.0,71,43.6605957,-79.3429889,Morse St / Eastern Ave
Goods & Provisions,1124 Queen Street E,4.0,100,43.66233,-79.33515,Morse St / Eastern Ave
Barrio Cerveceria,884 Queen Street E,3.0,183,43.66043558341291,-79.34345364309735,Morse St / Eastern Ave
Que Ling Restaurant,248 Boulton Avenue,4.0,86,43.6658199,-79.34941,Morse St / Eastern Ave
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,407,43.662889,-79.332404,Alton Ave / Dundas St E (Greenwood Park)
Maha's,226 Greenwood Avenue,4.0,573,43.67167,-79.32853,Alton Ave / Dundas St E (Greenwood Park)
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,227,43.663335336163,-79.3304189287309,Alton Ave / Dundas St E (Greenwood Park)
Completo,5 Coady Avenue,4.5,166,43.6626328,-79.3340575,Alton Ave / Dundas St E (Greenwood Park)
Lahore Tikka House,1365 Gerrard Street E,3.5,537,43.67148,-79.32451,Alton Ave / Dundas St E (Greenwood Park)
Chino Locos Original,4 Greenwood Avenue,4.0,190,43.6644821,-79.3255005,Alton Ave / Dundas St E (Greenwood Park)
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,145,43.6692562,-79.3359022,Alton Ave / Dundas St E (Greenwood Park)
Ascari,1111 Queen Street E,4.0,127,43.6619301,-79.3353424,Alton Ave / Dundas St E (Greenwood Park)
Hype Food,1060 Gerrard St E,4.5,41,43.66943,-79.3359,Alton Ave / Dundas St E (Greenwood Park)
Hastings Snack Bar,5 Hastings Avenue,4.5,41,43.66381,-79.32893,Alton Ave / Dundas St E (Greenwood Park)
Lake Inez,1471 Gerrard Street E,4.5,92,43.67234,-79.32064,Alton Ave / Dundas St E (Greenwood Park)
Tea N Bannock,1294 Gerrard Street E,4.5,44,43.671182,-79.3273557,Alton Ave / Dundas St E (Greenwood Park)
CrowdedHouse,1161 Queen Street E,4.5,60,43.6622812,-79.3335735,Alton Ave / Dundas St E (Greenwood Park)
Queen Margherita Pizza,1402 Queen Street E,3.5,188,43.664969,-79.324168,Alton Ave / Dundas St E (Greenwood Park)
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Alton Ave / Dundas St E (Greenwood Park)
Yaya Greek Bistro,1186 Queen Street E,4.0,80,43.6630783791201,-79.33178893082199,Alton Ave / Dundas St E (Greenwood Park)
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66,43.66901,-79.33727,Alton Ave / Dundas St E (Greenwood Park)
Udupi Palace,1460 Gerrard Street E,3.5,204,43.67273,-79.3210299,Alton Ave / Dundas St E (Greenwood Park)
The Sidekick,1374 Queen Street E,4.5,31,43.6645889,-79.3251114,Alton Ave / Dundas St E (Greenwood Park)
Blondies,1555 Dundas Street E,4.0,52,43.66683,-79.3302099,Alton Ave / Dundas St E (Greenwood Park)
Maha's,226 Greenwood Avenue,4.0,573,43.67167,-79.32853,Blake St / Boultbee Ave
Pizzeria Libretto Danforth,550 Danforth Avenue,4.0,321,43.6785868,-79.3475785,Blake St / Boultbee Ave
Bach Yen,738 Gerrard Street E,4.0,209,43.66684,-79.34756,Blake St / Boultbee Ave
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,145,43.6692562,-79.3359022,Blake St / Boultbee Ave
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Blake St / Boultbee Ave
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,4.0,115,43.67971,-79.33964,Blake St / Boultbee Ave
Hype Food,1060 Gerrard St E,4.5,41,43.66943,-79.3359,Blake St / Boultbee Ave
Tropical Joe's,Gerrard Square Mall,4.0,73,43.66942,-79.33925,Blake St / Boultbee Ave
Simone's Caribbean Restaurant,596 Danforth Avenue,4.5,145,43.67884,-79.34654,Blake St / Boultbee Ave
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66,43.66901,-79.33727,Blake St / Boultbee Ave
Square Boy,875 Danforth Avenue,4.0,198,43.67974,-79.33945,Blake St / Boultbee Ave
Athens Pastries,509 Danforth Avenue,4.5,124,43.67795,-79.34878,Blake St / Boultbee Ave
Messini Authentic Gyros,445 Danforth Avenue,3.5,524,43.67753,-79.3503999,Blake St / Boultbee Ave
Mezes,456 Danforth Avenue,4.0,251,43.6781397,-79.3502475,Blake St / Boultbee Ave
Mr Pide,800 Danforth Avenue,4.5,82,43.6797899,-79.34153,Blake St / Boultbee Ave
Danforth Pizza House,920 Danforth Avenue,4.0,140,43.68039,-79.33879,Blake St / Boultbee Ave
Maple Leaf Tavern,955 Gerrard Street E,4.0,105,43.66814,-79.33976,Blake St / Boultbee Ave
Wynona,819 Gerrard Street E,4.5,57,43.66706,-79.34454,Blake St / Boultbee Ave
Athens Restaurant,707 Danforth Avenue,4.0,87,43.6789599,-79.34341,Blake St / Boultbee Ave
Great Burger Kitchen,1056 Gerrard Street E,3.5,136,43.6692416323378,-79.3360010472477,Blake St / Boultbee Ave
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,407,43.662889,-79.332404,Eastern Ave / Winnifred Ave
Completo,5 Coady Avenue,4.5,166,43.6626328,-79.3340575,Eastern Ave / Winnifred Ave
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,227,43.663335336163,-79.3304189287309,Eastern Ave / Winnifred Ave
Ascari,1111 Queen Street E,4.0,127,43.6619301,-79.3353424,Eastern Ave / Winnifred Ave
CrowdedHouse,1161 Queen Street E,4.5,60,43.6622812,-79.3335735,Eastern Ave / Winnifred Ave
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Eastern Ave / Winnifred Ave
Eastside Social,1008 Queen Street E,4.5,79,43.661432,-79.339113,Eastern Ave / Winnifred Ave
Goods & Provisions,1124 Queen Street E,4.0,100,43.66233,-79.33515,Eastern Ave / Winnifred Ave
Bonjour Brioche,812 Queen Street E,3.5,303,43.65985,-79.34627,Eastern Ave / Winnifred Ave
Chino Locos Original,4 Greenwood Avenue,4.0,190,43.6644821,-79.3255005,Eastern Ave / Winnifred Ave
Yaya Greek Bistro,1186 Queen Street E,4.0,80,43.6630783791201,-79.33178893082199,Eastern Ave / Winnifred Ave
Leslieville Pumps,913 Queen Street E,4.0,118,43.660616433760254,-79.34148396015718,Eastern Ave / Winnifred Ave
Kibo Sushi House,1169 Queen Street E,3.5,91,43.6625998,-79.3326829,Eastern Ave / Winnifred Ave
La Paella,1146 Queen Street E,4.0,38,43.6625299,-79.33427,Eastern Ave / Winnifred Ave
Purple Penguin Cafe,889 Queen Street E,4.0,76,43.66033,-79.34219,Eastern Ave / Winnifred Ave
Gale's Snack Bar,539 Eastern Ave,4.5,33,43.65816,-79.33898,Eastern Ave / Winnifred Ave
Hastings Snack Bar,5 Hastings Avenue,4.5,41,43.66381,-79.32893,Eastern Ave / Winnifred Ave
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Eastern Ave / Winnifred Ave
Leslie Jones,1182 Queen Street E,4.0,72,43.6628904,-79.3318366,Eastern Ave / Winnifred Ave
Greta Solomon's,1118 Queen Street E,4.0,47,43.66232,-79.33535,Eastern Ave / Winnifred Ave
Shawarma Frenzy,1011 Pape Avenue,4.5,48,43.688014,-79.348322,Gamble Ave / Broadview Ave
The Greek Grill,128 O'Connor Drive,4.0,84,43.69357,-79.3501,Gamble Ave / Broadview Ave
Hanamaru,862 Pape Avenue,4.5,19,43.6842559,-79.3471575,Gamble Ave / Broadview Ave
Steady's Jamaican Home Cooking,852 Pape Avenue,4.5,24,43.6839915,-79.3467715,Gamble Ave / Broadview Ave
Bullseye Burgers N’ Fries,940 Pape Avenue,4.5,14,43.68647,-79.34795,Gamble Ave / Broadview Ave
Pape Village,942 Pape Ave,4.5,23,43.6867,-79.34808,Gamble Ave / Broadview Ave
Cafe Belong,550 Bayview Avenue,3.0,105,43.684515,-79.36512,Gamble Ave / Broadview Ave
Pho Challenge,1025 Pape Ave,3.5,31,43.6886692442583,-79.3484129011631,Gamble Ave / Broadview Ave
Golden Pizza,1201 Av Broadview,3.5,34,43.6896,-79.35462,Gamble Ave / Broadview Ave
Ritz Restaurant,310 Donlands Avenue,4.0,37,43.69187,-79.34219,Gamble Ave / Broadview Ave
La Grotta Pizzeria,951 Pape Ave,3.5,27,43.68688,-79.3474899,Gamble Ave / Broadview Ave
Cafe Serano,1055 Pape Avenue,4.0,16,43.6902991423866,-79.3488219380379,Gamble Ave / Broadview Ave
kings drive in,919 Pape Ave,3.5,33,43.68547,-79.3469,Gamble Ave / Broadview Ave
The Donlands Diner,417 Donlands Avenue,3.5,43,43.69439,-79.34265,Gamble Ave / Broadview Ave
Captain John Donlands Fish and Chips,373 Donlands Avenue,4.0,21,43.69327,-79.34221,Gamble Ave / Broadview Ave
Simba Grill,375 Donlands Avenue,3.5,26,43.69336,-79.34225,Gamble Ave / Broadview Ave
Tzatziki,873 Pape Avenue,2.5,82,43.683965,-79.346677,Gamble Ave / Broadview Ave
Donlands Garden Chinese Restaurant,348 Donlands Avenue,4.0,18,43.69324,-79.3427899,Gamble Ave / Broadview Ave
DQ Grill & Chill Restaurant,1040 Broadview Avenue,3.0,30,43.68422322526124,-79.35706168413162,Gamble Ave / Broadview Ave
Brother's Pizza and Wings,976A Pape Avenue,4.0,11,43.68786,-79.34849,Gamble Ave / Broadview Ave
Blaze Pizza,10 Dundas Street East,4.5,578,43.6565313336776,-79.3800427473602,Toronto Eaton Centre (Yonge St)
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3298,43.64784,-79.38872,Toronto Eaton Centre (Yonge St)
Richmond Station,1 Richmond Street W,4.5,857,43.6513729,-79.379285,Toronto Eaton Centre (Yonge St)
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1772,43.66042406856627,-79.37890046282942,Toronto Eaton Centre (Yonge St)
Sansotei Ramen,179 Dundas Street W,4.0,925,43.655,-79.38643,Toronto Eaton Centre (Yonge St)
Eggspectation,483 Bay Street,4.0,747,43.6532721,-79.3812455,Toronto Eaton Centre (Yonge St)
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,881,43.656321731393,-79.377499580039,Toronto Eaton Centre (Yonge St)
GB Hand-pulled Noodles,66 Edward Street,4.0,569,43.65669,-79.38385,Toronto Eaton Centre (Yonge St)
The Senator,249 Victoria Street,4.0,488,43.65574,-79.37896,Toronto Eaton Centre (Yonge St)
Katsuya,66 Gerrard Street E,4.5,473,43.65995,-79.37882,Toronto Eaton Centre (Yonge St)
Banh Mi Boys,399 Yonge Street,4.0,508,43.6590974,-79.3820781,Toronto Eaton Centre (Yonge St)
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,Toronto Eaton Centre (Yonge St)
Byblos,11 Duncan Street,4.5,883,43.647546,-79.388123,Toronto Eaton Centre (Yonge St)
JOEY Eaton Centre,1 Dundas St W,3.5,526,43.6558708964233,-79.382009190213,Toronto Eaton Centre (Yonge St)
Salad King Restaurant,340 Yonge Street,3.5,1013,43.65766,-79.38164,Toronto Eaton Centre (Yonge St)
Poke Guys,112 Elizabeth Street,4.0,369,43.65484,-79.38517,Toronto Eaton Centre (Yonge St)
Japango,122 Elizabeth Street,3.5,709,43.6551,-79.38524,Toronto Eaton Centre (Yonge St)
JaBistro,222 Richmond Street W,4.0,575,43.64989,-79.38821,Toronto Eaton Centre (Yonge St)
Sap,401 Bay Street,3.5,547,43.651946,-79.381114,Toronto Eaton Centre (Yonge St)
Canoe,66 Wellington Street  W,4.0,730,43.646954,-79.382159,Toronto Eaton Centre (Yonge St)
KINKA IZAKAYA ORIGINAL,398 Church Street,4.0,1772,43.66042406856627,-79.37890046282942,111 Bond St (North of Dundas St E)
Blaze Pizza,10 Dundas Street East,4.5,578,43.6565313336776,-79.3800427473602,111 Bond St (North of Dundas St E)
Hokkaido Ramen Santouka,91 Dundas Street E,4.0,881,43.656321731393,-79.377499580039,111 Bond St (North of Dundas St E)
Richmond Station,1 Richmond Street W,4.5,857,43.6513729,-79.379285,111 Bond St (North of Dundas St E)
Katsuya,66 Gerrard Street E,4.5,473,43.65995,-79.37882,111 Bond St (North of Dundas St E)
Sansotei Ramen,179 Dundas Street W,4.0,925,43.655,-79.38643,111 Bond St (North of Dundas St E)
Eggspectation,483 Bay Street,4.0,747,43.6532721,-79.3812455,111 Bond St (North of Dundas St E)
The Senator,249 Victoria Street,4.0,488,43.65574,-79.37896,111 Bond St (North of Dundas St E)
GB Hand-pulled Noodles,66 Edward Street,4.0,569,43.65669,-79.38385,111 Bond St (North of Dundas St E)
Banh Mi Boys,399 Yonge Street,4.0,508,43.6590974,-79.3820781,111 Bond St (North of Dundas St E)
Pearl Diver,100 Adelaide Street E,4.0,615,43.65163,-79.37375,111 Bond St (North of Dundas St E)
Egg Club,88 Dundas Street E,4.5,115,43.65655,-79.37793,111 Bond St (North of Dundas St E)
Salad King Restaurant,340 Yonge Street,3.5,1013,43.65766,-79.38164,111 Bond St (North of Dundas St E)
Mystic Muffin,113 Jarvis Street,4.5,287,43.652457948594,-79.372548881465,111 Bond St (North of Dundas St E)
George Restaurant,111 Queen Street E,4.5,291,43.65337263523713,-79.37432933100068,111 Bond St (North of Dundas St E)
JOEY Eaton Centre,1 Dundas St W,3.5,526,43.6558708964233,-79.382009190213,111 Bond St (North of Dundas St E)
Poke Guys,112 Elizabeth Street,4.0,369,43.65484,-79.38517,111 Bond St (North of Dundas St E)
The Queen And Beaver Public House,35 Elm Street,4.0,404,43.65734,-79.38334,111 Bond St (North of Dundas St E)
The Carbon Bar,99 Queen Street East,4.0,405,43.6531872633836,-79.3747868765724,111 Bond St (North of Dundas St E)
Japango,122 Elizabeth Street,3.5,709,43.6551,-79.38524,111 Bond St (North of Dundas St E)
Sugo,1281 Bloor Street W,4.5,238,43.65825,-79.44227,Wallace Ave / Symington Ave
Farmhouse Tavern,1627 Dupont Street,3.5,264,43.664786604468,-79.45523480746996,Wallace Ave / Symington Ave
Wallace Espresso,188 Wallace Avenue,4.5,44,43.6624238862292,-79.4442284724458,Wallace Ave / Symington Ave
Honest Weight,2766 Dundas Street W,4.5,135,43.6653335939817,-79.4614855543404,Wallace Ave / Symington Ave
Brock Sandwich,1260 Bloor Street W,4.5,108,43.6589060728554,-79.4405779422183,Wallace Ave / Symington Ave
Tuckshop Kitchen,1640 Dupont Street,4.5,53,43.66499,-79.45568,Wallace Ave / Symington Ave
Koji Japanese Restaurant,1553 Dupont Street,4.5,38,43.6653247110788,-79.4528076801096,Wallace Ave / Symington Ave
Cafe Neon,241 Wallace Avenue,4.0,70,43.66176,-79.44626,Wallace Ave / Symington Ave
The Merseyside,2413 Dundas Street W,4.5,22,43.6585195308512,-79.4532871883063,Wallace Ave / Symington Ave
Mattachioni,1617 Dupont Street,4.0,44,43.6648758891217,-79.4549725527003,Wallace Ave / Symington Ave
Home,1242 Bloor Street W,4.0,62,43.6589628,-79.4398479,Wallace Ave / Symington Ave
Donna's,827 Lansdowne Avenue,4.5,24,43.662648647327096,-79.44459122516594,Wallace Ave / Symington Ave
Thai Lime,1551 Dupont Street,3.5,96,43.6651116,-79.452663,Wallace Ave / Symington Ave
Cantanhede O Bairradino,662 Lansdowne Avenue,4.0,40,43.66255,-79.44487,Wallace Ave / Symington Ave
Chito's Pizza,1308 Bloor Street W,4.0,61,43.6585899,-79.4425399,Wallace Ave / Symington Ave
Thai Nyyom,1419 Bloor Street W,4.5,20,43.6571,-79.4477,Wallace Ave / Symington Ave
King Slice,1598 Bloor St W,3.5,110,43.65608,-79.45499,Wallace Ave / Symington Ave
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38,43.6552887,-79.4564438,Wallace Ave / Symington Ave
Bar Neon,1226 Bloor Street W,4.0,73,43.6591711775313,-79.439263343811,Wallace Ave / Symington Ave
