restaurant_name,address,rating,review_count,reslatitude,reslongitude,bikeStationAddress
Yaya Greek Bistro,1186 Queen Street E,4.0,80,43.6630783791201,-79.33178893082199,Queen St E / Pape Ave
Chino Locos Original,4 Greenwood Avenue,4.0,190,43.6644821,-79.3255005,Queen St E / Pape Ave
La Paella,1146 Queen Street E,4.0,38,43.6625299,-79.33427,Queen St E / Pape Ave
Kibo Sushi House,1169 Queen Street E,3.5,91,43.6625998,-79.3326829,Queen St E / Pape Ave
Baldini Restaurant,1012 Queen Street E,3.5,66,43.661393,-79.339038,Queen St E / Pape Ave
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,145,43.6692562,-79.3359022,Queen St E / Pape Ave
Lady Marmalade,265 Broadview Avenue,4.0,618,43.66319,-79.35134,Gerrard St E / Broadview
Bach Yen,738 Gerrard Street E,4.0,209,43.66684,-79.34756,Gerrard St E / Broadview
Que Ling Restaurant,248 Boulton Avenue,4.0,86,43.6658199,-79.34941,Gerrard St E / Broadview
Mi Mi Restaurant,688 Gerrard Street E,4.0,135,43.66637,-79.34911,Gerrard St E / Broadview
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Gerrard St E / Broadview
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Gerrard St E / Broadview
Bonjour Brioche,812 Queen Street E,3.5,303,43.65985,-79.34627,Gerrard St E / Broadview
Pho House,625 Gerrard Street E,4.0,84,43.66566,-79.35089,Gerrard St E / Broadview
Batifole Restaurant,744 Gerrard Street E,4.0,79,43.66678,-79.34733,Gerrard St E / Broadview
Dumpling House,619 Gerrard Street E,3.5,88,43.6656887,-79.351097,Gerrard St E / Broadview
Wynona,819 Gerrard Street E,4.5,57,43.66706,-79.34454,Gerrard St E / Broadview
Wok & Roast Chinese BBQ,349 Broadview Ave,3.5,106,43.66505,-79.35218,Gerrard St E / Broadview
The Comrade,758 Queen Street E,4.0,83,43.659392263038,-79.347948327349,Gerrard St E / Broadview
Hanoi 3 Seasons,588 Gerrard Street E,3.5,68,43.66566953024,-79.352074538076,Gerrard St E / Broadview
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Gerrard St E / Broadview
O’SOMAE,357 Broadview Ave,4.5,22,43.6653004,-79.3522633,Gerrard St E / Broadview
Dine & Dim,633 Gerrard St E,4.5,24,43.6656274,-79.3506883,Gerrard St E / Broadview
The Real Jerk,842 Gerrard Street E,3.5,181,43.66781,-79.34327,Gerrard St E / Broadview
La Carnita,780 Queen Street E,3.5,129,43.6596718,-79.3473892,Gerrard St E / Broadview
Oji Seichi,354 Broadview Avenue,4.0,26,43.66509,-79.35265,Gerrard St E / Broadview
Eden Trattoria,58 Marine Parade Drive,3.5,158,43.62747,-79.47709,Humber Bay Shores Park East
Krazy Roll,84 Marine Parade Drive,4.5,45,43.6257169,-79.4771852,Humber Bay Shores Park East
Chiang Mai,84 Park Lawn Rd,4.0,116,43.62459,-79.48498,Humber Bay Shores Park East
Veloute Bistro & Catering,2045 Lakeshore Blvd W,4.0,35,43.6313539,-79.4746095,Humber Bay Shores Park East
La Vecchia Ristorante,90 Marine Parade Dr,3.5,37,43.625476,-79.4774428,Humber Bay Shores Park East
Scaddabush,122 Marine Parade Drive,3.5,27,43.62499193,-79.47800829,Humber Bay Shores Park East
Cafe Cocoa Boulangerie,58 Marine Parade Drive,2.5,35,43.62747,-79.47709,Humber Bay Shores Park East
Sunset Grill,2214 Lake Shore Blvd W,4.0,15,43.6226144813711,-79.4826410942246,Humber Bay Shores Park East
Marine Shawarma,160 Marine Parade Drive,4.0,7,43.62309862056929,-79.47880081904908,Humber Bay Shores Park East
Gravity Pizza Cafe & Starbucks,58 Marine Parade Drive,4.5,2,43.62707994326507,-79.4770731660624,Humber Bay Shores Park East
BB Cafe,78 Marine Parade Drive,3.0,6,43.626333,-79.4771567,Humber Bay Shores Park East
Mero's Hot Chicken,2183 Lake Shore Boulevard W,4.0,4,43.623707752894326,-79.48042372142639,Humber Bay Shores Park East
Huevos Gourmet,160 Marine Parade Dr,3.5,3,43.6227219,-79.4792354,Humber Bay Shores Park East
Panago Pizza,2224 Lake Shore Blvd. W,3.0,7,43.62198,-79.48231,Humber Bay Shores Park East
Freshii,8 Park Lawn Road,3.0,4,43.6230352002461,-79.4815190668547,Humber Bay Shores Park East
Subway,125  Queensway,5.0,1,43.63017,-79.48151,Humber Bay Shores Park East
Market Garden Restaurant,165 the Queensway,2.0,1,43.62979,-79.48569,Humber Bay Shores Park East
Pizza Pizza,125 The Queensway,1.0,1,43.6296887689957,-79.4813894544586,Humber Bay Shores Park East
Chiang Mai,84 Park Lawn Rd,4.0,116,43.62459,-79.48498,Humber Bay Shores Park West
Krazy Roll,84 Marine Parade Drive,4.5,45,43.6257169,-79.4771852,Humber Bay Shores Park West
Everest Hakka House,2356 Lakeshore Boulevard W,3.5,160,43.6163625,-79.4880767,Humber Bay Shores Park West
Eden Trattoria,58 Marine Parade Drive,3.5,158,43.62747,-79.47709,Humber Bay Shores Park West
La Vinia,2350 Lakeshore Boulevard W,4.0,73,43.6164551,-79.4880219,Humber Bay Shores Park West
Pizzeria Oro di Napoli,2312 Lakeshore Boulevard W,4.0,61,43.6176647,-79.4871532,Humber Bay Shores Park West
Nimman Thai Cuisine,2451 Lakeshore Boulevard W,4.0,136,43.6134849,-79.4892972,Humber Bay Shores Park West
FBI PIZZA,2336 Lake Shore Boulevard W,3.5,133,43.616765,-79.488022,Humber Bay Shores Park West
La Vecchia Ristorante,90 Marine Parade Dr,3.5,37,43.625476,-79.4774428,Humber Bay Shores Park West
U-Know Sushi,170 The Queensway,4.0,41,43.6302918717534,-79.485518966271,Humber Bay Shores Park West
Kothur Indian Cuisine,2403 LakeShore Blvd West,4.0,55,43.6145493,-79.4888952,Humber Bay Shores Park West
Sunset Grill,2214 Lake Shore Blvd W,4.0,15,43.6226144813711,-79.4826410942246,Humber Bay Shores Park West
Veloute Bistro & Catering,2045 Lakeshore Blvd W,4.0,35,43.6313539,-79.4746095,Humber Bay Shores Park West
Scaddabush,122 Marine Parade Drive,3.5,27,43.62499193,-79.47800829,Humber Bay Shores Park West
Rocco's Plum Tomato,164 The Queensway,3.5,52,43.63046,-79.48508,Humber Bay Shores Park West
Pearl Sushi,2391B Lake Shore Boulevard W,3.5,34,43.6151009,-79.4884033,Humber Bay Shores Park West
Marine Shawarma,160 Marine Parade Drive,4.0,7,43.62309862056929,-79.47880081904908,Humber Bay Shores Park West
Hatsu Sushi,260 Manitoba St,4.0,15,43.6240665,-79.49011,Humber Bay Shores Park West
Momo Dumpling Express,156 The Queensway,4.5,11,43.63057,-79.48482,Humber Bay Shores Park West
Cafe Cocoa Boulangerie,58 Marine Parade Drive,2.5,35,43.62747,-79.47709,Humber Bay Shores Park West
Yasu,81 Harbord Street,4.5,412,43.66269,-79.40314,Taddle Creek Park
Gyubee Japanese Grill - Bloor,335 Bloor Street W,4.0,296,43.66716,-79.40047,Taddle Creek Park
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Taddle Creek Park
Playa Cabana,111 Dupont Street,4.0,466,43.6759577692695,-79.4011840224266,Taddle Creek Park
Fieramosca,36A Prince Arthur Avenue,4.5,109,43.66963,-79.39719,Taddle Creek Park
PLANTA,1221 Bay Street,4.0,483,43.6702150961667,-79.3894335574237,Taddle Creek Park
Her Father's Cider Bar & Kitchen,119 Harbord Street,4.5,183,43.66232,-79.40453,Taddle Creek Park
Black Camel,4 Crescent Road,4.5,377,43.677122232751,-79.389209714264,Taddle Creek Park
Joso's,202 Davenport Road,4.5,164,43.6751099,-79.39607,Taddle Creek Park
Sassafraz,100 Cumberland Street,3.5,399,43.6702957,-79.3910686,Taddle Creek Park
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,Taddle Creek Park
Trattoria Nervosa,75 Yorkville Avenue,4.0,381,43.67101,-79.39104,Taddle Creek Park
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,392,43.6659512785201,-79.4078764691949,Taddle Creek Park
Blu Ristorante,90 Avenue Road,4.0,167,43.67237,-79.39586,Taddle Creek Park
Wow Sushi,11 Charles Street,4.0,420,43.6685157490107,-79.3868207931519,Taddle Creek Park
Fresh On Bloor,326 Bloor Street W,3.5,328,43.666863,-79.4035738,Taddle Creek Park
Opus Restaurant,37 Prince Arthur Avenue,4.0,71,43.66921,-79.3972299,Taddle Creek Park
Almond Butterfly Harbord Bakeshop & Cafe,100 Harbord Street,4.5,178,43.6629326,-79.4033968,Taddle Creek Park
Morton's The Steakhouse,4 Avenue Road,4.0,143,43.66926693897807,-79.39504163699857,Taddle Creek Park
Okonomi House Restaurant,23 Charles Street W,4.0,305,43.668311069021,-79.387133746804,Taddle Creek Park
Lady Marmalade,265 Broadview Avenue,4.0,618,43.66319,-79.35134,Thompson St / Broadview Ave
White Lily Diner,678 Queen Street E,4.5,136,43.65881,-79.3511599,Thompson St / Broadview Ave
Tabule Middle Eastern Cuisine,810 Queen Street  E,4.0,196,43.659652,-79.346481,Thompson St / Broadview Ave
Bonjour Brioche,812 Queen Street E,3.5,303,43.65985,-79.34627,Thompson St / Broadview Ave
The Comrade,758 Queen Street E,4.0,83,43.659392263038,-79.347948327349,Thompson St / Broadview Ave
Bach Yen,738 Gerrard Street E,4.0,209,43.66684,-79.34756,Thompson St / Broadview Ave
Souk Tabule,494 Front Street E,4.5,120,43.653832,-79.354442,Thompson St / Broadview Ave
El Catrin Destileria,18 Tank House Lane,3.5,1008,43.65052,-79.35883,Thompson St / Broadview Ave
Cluny Bistro & Boulangerie,35 Tank House Lane,3.5,630,43.6505879,-79.3578962,Thompson St / Broadview Ave
Que Ling Restaurant,248 Boulton Avenue,4.0,86,43.6658199,-79.34941,Thompson St / Broadview Ave
La Carnita,780 Queen Street E,3.5,129,43.6596718,-79.3473892,Thompson St / Broadview Ave
Mi Mi Restaurant,688 Gerrard Street E,4.0,135,43.66637,-79.34911,Thompson St / Broadview Ave
Purple Penguin Cafe,889 Queen Street E,4.0,76,43.66033,-79.34219,Thompson St / Broadview Ave
Leslieville Pumps,913 Queen Street E,4.0,118,43.660616433760254,-79.34148396015718,Thompson St / Broadview Ave
Eastside Social,1008 Queen Street E,4.5,79,43.661432,-79.339113,Thompson St / Broadview Ave
Wynona,819 Gerrard Street E,4.5,57,43.66706,-79.34454,Thompson St / Broadview Ave
Batifole Restaurant,744 Gerrard Street E,4.0,79,43.66678,-79.34733,Thompson St / Broadview Ave
EAT BKK Thai Kitchen,898 Queen Street E,4.0,71,43.6605957,-79.3429889,Thompson St / Broadview Ave
Il Ponte Cucina Italiana,625 Queen Street E,3.5,62,43.65798869003556,-79.35307021045072,Thompson St / Broadview Ave
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Thompson St / Broadview Ave
Barque Smokehouse,299 Roncesvalles Avenue,4.0,520,43.6480097,-79.4496592,Roncesvalles Ave / Marmaduke St
Café Polonez,195 Roncesvalles Avenue,4.5,278,43.64514,-79.44831,Roncesvalles Ave / Marmaduke St
Pizzeria Defina,321 Roncesvalles Ave,4.0,148,43.64875,-79.44955,Roncesvalles Ave / Marmaduke St
La Cubana,392 Roncesvalles Avenue,3.5,229,43.65087,-79.45106,Roncesvalles Ave / Marmaduke St
Sugo,1281 Bloor Street W,4.5,238,43.65825,-79.44227,Roncesvalles Ave / Marmaduke St
The Ace,231A Roncesvalles Avenue,4.0,192,43.646122,-79.448823,Roncesvalles Ave / Marmaduke St
The Commoner,2067 Dundas Street W,4.0,59,43.65191,-79.44797,Roncesvalles Ave / Marmaduke St
Cafe Pho Nho,2060 Dundas Street W,3.5,76,43.65219,-79.44751,Roncesvalles Ave / Marmaduke St
Gold Standard,385 Roncesvalles Avenue,4.5,24,43.65056,-79.45043,Roncesvalles Ave / Marmaduke St
Brock Sandwich,1260 Bloor Street W,4.5,108,43.6589060728554,-79.4405779422183,Roncesvalles Ave / Marmaduke St
Cafe Tibet Bar & Grill,390 Roncesvalles Avenue,4.5,21,43.65082,-79.45104,Roncesvalles Ave / Marmaduke St
The Goods,279 Roncesvalles Ave,4.0,50,43.6465869013913,-79.4490116419379,Roncesvalles Ave / Marmaduke St
Aris Place,229 Roncesvalles Avenue,4.0,62,43.64606,-79.44868,Roncesvalles Ave / Marmaduke St
Reunion Coffee Roasters,385 Roncesvalles Avenue,3.5,45,43.65056,-79.45043,Roncesvalles Ave / Marmaduke St
Whelan's Gate Gastropub,1663 Bloor Street W,4.5,38,43.6552887,-79.4564438,Roncesvalles Ave / Marmaduke St
Fantail,333 Roncesvalles Avenue,4.0,30,43.64924,-79.44994,Roncesvalles Ave / Marmaduke St
King Slice,1598 Bloor St W,3.5,110,43.65608,-79.45499,Roncesvalles Ave / Marmaduke St
Osaka Sushi Japanese Restaurant,1620 Bloor Street W,4.0,60,43.65584,-79.45565,Roncesvalles Ave / Marmaduke St
Musoshin Ramen,9 Boustead Ave,4.0,27,43.6533636,-79.4521349,Roncesvalles Ave / Marmaduke St
Lebanon Express,327 Roncesvalles Avenue,4.5,19,43.6488533025422,-79.4498738273978,Roncesvalles Ave / Marmaduke St
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,Queen St W / Fuller Ave
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,Queen St W / Fuller Ave
Himalayan Kitchen,1526 Queen Street W,4.5,140,43.6403,-79.43889,Queen St W / Fuller Ave
Mother India,1456 Queen Street W,4.0,203,43.6409499,-79.43624,Queen St W / Fuller Ave
Café Polonez,195 Roncesvalles Avenue,4.5,278,43.64514,-79.44831,Queen St W / Fuller Ave
Garleek Kitchen,1500 Queen Street W,4.5,48,43.64046,-79.43811,Queen St W / Fuller Ave
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96,43.6397400555351,-79.4415438622399,Queen St W / Fuller Ave
Norling,1512 Queen Street W,4.0,71,43.64035185125108,-79.4385082,Queen St W / Fuller Ave
Guu Izakaya Toronto,1314 Queen Street W,4.0,149,43.6418673011168,-79.4310904074585,Queen St W / Fuller Ave
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,80,43.6393,-79.4446,Queen St W / Fuller Ave
Barque Smokehouse,299 Roncesvalles Avenue,4.0,520,43.6480097,-79.4496592,Queen St W / Fuller Ave
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91,43.64101,-79.43599,Queen St W / Fuller Ave
OM Restaurant and Bar,1439 Queen Street W,4.0,51,43.6402,-79.43756,Queen St W / Fuller Ave
The MoMo House,1422 Queen Street W,4.5,33,43.64119,-79.43505,Queen St W / Fuller Ave
The Ace,231A Roncesvalles Avenue,4.0,192,43.646122,-79.448823,Queen St W / Fuller Ave
Skyline Restaurant,1426 Queen Street W,4.0,71,43.64109,-79.4351499,Queen St W / Fuller Ave
Easy Breakfast,1645 Queen Street W,3.5,136,43.63868,-79.44567,Queen St W / Fuller Ave
Little Tibet  Restaurant,1449A Queen Street W,4.5,25,43.6401,-79.438,Queen St W / Fuller Ave
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85,43.6426406,-79.4273649,Queen St W / Fuller Ave
Pizzeria Defina,321 Roncesvalles Ave,4.0,148,43.64875,-79.44955,Queen St W / Fuller Ave
Mildred's Temple Kitchen,85 Hanna Avenue,4.0,983,43.6399108749312,-79.4204235076904,King St W / Cowan Ave
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,King St W / Cowan Ave
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,King St W / Cowan Ave
School Restaurant,70 Fraser Avenue,3.5,627,43.63784,-79.42435,King St W / Cowan Ave
Nuit Social,1168 Queen Street W,4.5,212,43.64303,-79.42542,King St W / Cowan Ave
Guu Izakaya Toronto,1314 Queen Street W,4.0,149,43.6418673011168,-79.4310904074585,King St W / Cowan Ave
Mother India,1456 Queen Street W,4.0,203,43.6409499,-79.43624,King St W / Cowan Ave
Levetto,68 Sudbury Street,4.0,243,43.64152,-79.4221,King St W / Cowan Ave
Himalayan Kitchen,1526 Queen Street W,4.5,140,43.6403,-79.43889,King St W / Cowan Ave
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,4.5,61,43.6429634,-79.4257733,King St W / Cowan Ave
Otto's Bierhalle,1087 Queen Street W,4.0,180,43.64335,-79.42202,King St W / Cowan Ave
Garleek Kitchen,1500 Queen Street W,4.5,48,43.64046,-79.43811,King St W / Cowan Ave
Medieval Times Toronto,10 Dufferin Street,4.0,201,43.633528,-79.425126,King St W / Cowan Ave
Lao Thai Restaurant,4 Gladstone Avenue,4.5,85,43.6426406,-79.4273649,King St W / Cowan Ave
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91,43.64101,-79.43599,King St W / Cowan Ave
Caffino Ristorante,1185 King Street W,4.0,100,43.63914,-79.42547,King St W / Cowan Ave
The MoMo House,1422 Queen Street W,4.5,33,43.64119,-79.43505,King St W / Cowan Ave
Union,72A Ossington Avenue,4.0,236,43.64577,-79.41974,King St W / Cowan Ave
Miss Things,1279 Queen Street W,3.5,158,43.6414601,-79.431879,King St W / Cowan Ave
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96,43.6397400555351,-79.4415438622399,King St W / Cowan Ave
Café Polonez,195 Roncesvalles Avenue,4.5,278,43.64514,-79.44831,Garden Ave / Roncesvalles Ave
Barque Smokehouse,299 Roncesvalles Avenue,4.0,520,43.6480097,-79.4496592,Garden Ave / Roncesvalles Ave
Tibet Kitchen,1544 Queen Street W,4.5,249,43.640095,-79.439659,Garden Ave / Roncesvalles Ave
The Ace,231A Roncesvalles Avenue,4.0,192,43.646122,-79.448823,Garden Ave / Roncesvalles Ave
Pizzeria Defina,321 Roncesvalles Ave,4.0,148,43.64875,-79.44955,Garden Ave / Roncesvalles Ave
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,Garden Ave / Roncesvalles Ave
Himalayan Kitchen,1526 Queen Street W,4.5,140,43.6403,-79.43889,Garden Ave / Roncesvalles Ave
Islas Filipino BBQ and Bar,1690 Queen Street W,4.5,80,43.6393,-79.4446,Garden Ave / Roncesvalles Ave
Shangrila Tibetan & Asian Cuisine,1600 Queen Street W,4.0,96,43.6397400555351,-79.4415438622399,Garden Ave / Roncesvalles Ave
Mother India,1456 Queen Street W,4.0,203,43.6409499,-79.43624,Garden Ave / Roncesvalles Ave
Garleek Kitchen,1500 Queen Street W,4.5,48,43.64046,-79.43811,Garden Ave / Roncesvalles Ave
La Cubana,392 Roncesvalles Avenue,3.5,229,43.65087,-79.45106,Garden Ave / Roncesvalles Ave
Aris Place,229 Roncesvalles Avenue,4.0,62,43.64606,-79.44868,Garden Ave / Roncesvalles Ave
Easy Breakfast,1645 Queen Street W,3.5,136,43.63868,-79.44567,Garden Ave / Roncesvalles Ave
The Goods,279 Roncesvalles Ave,4.0,50,43.6465869013913,-79.4490116419379,Garden Ave / Roncesvalles Ave
Thai Home,133 Roncesvalles Avenue,4.0,45,43.6431694,-79.4475479,Garden Ave / Roncesvalles Ave
Benna's Bakery & Deli,135 Roncesvalles Avenue,4.0,25,43.64322938568119,-79.44767766163258,Garden Ave / Roncesvalles Ave
Norling,1512 Queen Street W,4.0,71,43.64035185125108,-79.4385082,Garden Ave / Roncesvalles Ave
Kami Sushi,153 Roncesvalles Avenue,4.0,26,43.64398,-79.44786,Garden Ave / Roncesvalles Ave
Ali's West Indian Roti Shop,1446 Queen Street W,4.0,91,43.64101,-79.43599,Garden Ave / Roncesvalles Ave
Café Polonez,195 Roncesvalles Avenue,4.5,278,43.64514,-79.44831,Sorauren St / Geoffrey St (Sorauren Park)
Barque Smokehouse,299 Roncesvalles Avenue,4.0,520,43.6480097,-79.4496592,Sorauren St / Geoffrey St (Sorauren Park)
Sugo,1281 Bloor Street W,4.5,238,43.65825,-79.44227,Sorauren St / Geoffrey St (Sorauren Park)
Le Baratin,1600 Dundas Street. W,4.5,126,43.65007,-79.4351,Sorauren St / Geoffrey St (Sorauren Park)
Pizzeria Defina,321 Roncesvalles Ave,4.0,148,43.64875,-79.44955,Sorauren St / Geoffrey St (Sorauren Park)
Good Fork,1550 Dundas Street W,4.0,379,43.6499162,-79.4335594,Sorauren St / Geoffrey St (Sorauren Park)
The Ace,231A Roncesvalles Avenue,4.0,192,43.646122,-79.448823,Sorauren St / Geoffrey St (Sorauren Park)
Pho Linh,1156 College Street W,4.0,235,43.65241,-79.43411,Sorauren St / Geoffrey St (Sorauren Park)
Takht-e Tavoos,1120 College Street,4.5,127,43.6524676,-79.4329894,Sorauren St / Geoffrey St (Sorauren Park)
Loga's Corner,216C Close Avenue,4.5,163,43.64053,-79.43597,Sorauren St / Geoffrey St (Sorauren Park)
La Cubana,392 Roncesvalles Avenue,3.5,229,43.65087,-79.45106,Sorauren St / Geoffrey St (Sorauren Park)
Himalayan Kitchen,1526 Queen Street W,4.5,140,43.6403,-79.43889,Sorauren St / Geoffrey St (Sorauren Park)
The Commoner,2067 Dundas Street W,4.0,59,43.65191,-79.44797,Sorauren St / Geoffrey St (Sorauren Park)
Mother India,1456 Queen Street W,4.0,203,43.6409499,-79.43624,Sorauren St / Geoffrey St (Sorauren Park)
Garleek Kitchen,1500 Queen Street W,4.5,48,43.64046,-79.43811,Sorauren St / Geoffrey St (Sorauren Park)
Black Cat Espresso Bar,1104 College Street,4.5,57,43.65278,-79.43235,Sorauren St / Geoffrey St (Sorauren Park)
Cafe Pho Nho,2060 Dundas Street W,3.5,76,43.65219,-79.44751,Sorauren St / Geoffrey St (Sorauren Park)
Aris Place,229 Roncesvalles Avenue,4.0,62,43.64606,-79.44868,Sorauren St / Geoffrey St (Sorauren Park)
The Goods,279 Roncesvalles Ave,4.0,50,43.6465869013913,-79.4490116419379,Sorauren St / Geoffrey St (Sorauren Park)
Brazil Bakery and Pastry,1566 Dundas Street W,4.0,47,43.649907830042,-79.434125988384,Sorauren St / Geoffrey St (Sorauren Park)
Insomnia Restaurant & Lounge,563 Bloor Street W,4.0,1002,43.665961,-79.411003,Bloor St W / Manning Ave
Buk Chang Dong Soon Tofu,691 Bloor Street W,4.0,475,43.66363,-79.4169299,Bloor St W / Manning Ave
Hodo Kwaja,656 Bloor Street W,4.5,239,43.66438,-79.41557,Bloor St W / Manning Ave
KINKA IZAKAYA ANNEX,559 Bloor St W,4.0,497,43.665157,-79.410658,Bloor St W / Manning Ave
Korean Village Restaurant,628 Bloor Street W,4.0,395,43.66461,-79.41444,Bloor St W / Manning Ave
Tofu Village - House of Soon Tofu,681 Bloor Street W,4.0,201,43.66371,-79.4165699,Bloor St W / Manning Ave
Rustle & Still Café,605 Bloor Street W,4.5,150,43.66457,-79.41304,Bloor St W / Manning Ave
Ramen Isshin,421 College Street,4.5,781,43.65634,-79.40689,Bloor St W / Manning Ave
Snakes & Lattes Annex,600 Bloor Street W,4.0,354,43.665,-79.4132,Bloor St W / Manning Ave
Yummy Korean Food Restaurant,620 Bloor Street W,4.0,268,43.66469,-79.4140199,Bloor St W / Manning Ave
Tacos El Asador,689 Bloor Street W,4.0,321,43.6636499,-79.41686,Bloor St W / Manning Ave
Kevin's Taiyaki,675 Bloor Street,4.5,77,43.66381,-79.41621,Bloor St W / Manning Ave
Jin Dal Lae,647 Bloor Street W,4.5,107,43.664166,-79.41517,Bloor St W / Manning Ave
Sunrise House,661 Bloor Street W,4.0,215,43.66401,-79.41561,Bloor St W / Manning Ave
Barrio Coreano,642 Bloor Street W,3.5,247,43.664411943278395,-79.41512609658861,Bloor St W / Manning Ave
Rasa,196 Robert Street,4.5,313,43.6627752,-79.4039682,Bloor St W / Manning Ave
La Bella Managua,872 Bloor Street W,4.5,247,43.66232,-79.42495,Bloor St W / Manning Ave
Banjara Indian Cuisine,796 Bloor Street W,3.5,443,43.66315,-79.42188,Bloor St W / Manning Ave
Fuwa Fuwa Japanese Pancakes,408 Bloor Street W,4.0,392,43.6659512785201,-79.4078764691949,Bloor St W / Manning Ave
Mr.Tonkatsu,520 Bloor Street W,4.0,192,43.66541,-79.41074,Bloor St W / Manning Ave
Pai Northern Thai Kitchen,18 Duncan Street,4.5,3298,43.64784,-79.38872,Simcoe St / Wellington St 1
Byblos,11 Duncan Street,4.5,883,43.647546,-79.388123,Simcoe St / Wellington St 1
Canoe,66 Wellington Street  W,4.0,730,43.646954,-79.382159,Simcoe St / Wellington St 1
Richmond Station,1 Richmond Street W,4.5,857,43.6513729,-79.379285,Simcoe St / Wellington St 1
Khao San Road,11 Charlotte Street,4.0,1670,43.646412027881496,-79.39361985450327,Simcoe St / Wellington St 1
Cafe Landwer - Adelaide & University,165 University Avenue,4.0,463,43.64875,-79.38491,Simcoe St / Wellington St 1
JaBistro,222 Richmond Street W,4.0,575,43.64989,-79.38821,Simcoe St / Wellington St 1
Miku,105-10 Bay Street,4.0,867,43.6412346,-79.3773697,Simcoe St / Wellington St 1
Banh Mi Boys,392 Queen Street W,4.5,1219,43.64884,-79.39695,Simcoe St / Wellington St 1
360 Restaurant,CN Tower,3.5,953,43.642768093479,-79.3870997428894,Simcoe St / Wellington St 1
Ikkousha Ramen,249 Queen Street W,4.5,278,43.65024,-79.38873,Simcoe St / Wellington St 1
Ravi Soups,322 Adelaide Street W,4.5,362,43.6477,-79.39201,Simcoe St / Wellington St 1
Yuzu No Hana,236 Adelaide Street W,4.0,566,43.64847,-79.38834,Simcoe St / Wellington St 1
Cactus Club Cafe,77 Adelaide Street W,4.0,574,43.64950420768667,-79.38251803088575,Simcoe St / Wellington St 1
Burrito Boyz,224 Adelaide Street W,4.0,456,43.648702,-79.388077,Simcoe St / Wellington St 1
Estiatorio Volos,133 Richmond St W,4.0,330,43.65016,-79.38477,Simcoe St / Wellington St 1
Eggspectation,483 Bay Street,4.0,747,43.6532721,-79.3812455,Simcoe St / Wellington St 1
Alo Restaurant,163 Spadina Avenue,4.5,322,43.64851,-79.39584,Simcoe St / Wellington St 1
Tachi,111 Richmond Street W,4.5,172,43.6502911,-79.3839517,Simcoe St / Wellington St 1
The Keg Steakhouse + Bar - York Street,165 York Street,4.0,295,43.650011481693866,-79.38395891300931,Simcoe St / Wellington St 1
Descendant Detroit Style Pizza,1168 Queen Street E,4.5,407,43.662889,-79.332404,Mallon Ave / Jones Ave
Maha's,226 Greenwood Avenue,4.0,573,43.67167,-79.32853,Mallon Ave / Jones Ave
Completo,5 Coady Avenue,4.5,166,43.6626328,-79.3340575,Mallon Ave / Jones Ave
Gio Rana's Really Really Nice Restaurant,1220 Queen Street East,4.0,227,43.663335336163,-79.3304189287309,Mallon Ave / Jones Ave
Ascari,1111 Queen Street E,4.0,127,43.6619301,-79.3353424,Mallon Ave / Jones Ave
Chula Taberna Mexicana,1058 Gerrard Street E,4.0,145,43.6692562,-79.3359022,Mallon Ave / Jones Ave
Pizza-Pide,949 Gerrard Street E,4.5,96,43.668018539213,-79.340488604146,Mallon Ave / Jones Ave
CrowdedHouse,1161 Queen Street E,4.5,60,43.6622812,-79.3335735,Mallon Ave / Jones Ave
Hype Food,1060 Gerrard St E,4.5,41,43.66943,-79.3359,Mallon Ave / Jones Ave
Chino Locos Original,4 Greenwood Avenue,4.0,190,43.6644821,-79.3255005,Mallon Ave / Jones Ave
Lahore Tikka House,1365 Gerrard Street E,3.5,537,43.67148,-79.32451,Mallon Ave / Jones Ave
Pinkerton Snack Bar,1026 Gerrard Street E,4.0,66,43.66901,-79.33727,Mallon Ave / Jones Ave
Yaya Greek Bistro,1186 Queen Street E,4.0,80,43.6630783791201,-79.33178893082199,Mallon Ave / Jones Ave
Goods & Provisions,1124 Queen Street E,4.0,100,43.66233,-79.33515,Mallon Ave / Jones Ave
